"CARD","effect","group","term","estimate","std.error","statistic","df","p.value","padj"
"CARD_004","fixed",NA,"(Intercept)",-4.64634640746425,0.0340168701895043,-136.589474033912,142.842447423231,2.9048610034899e-153,1.35947494963327e-151
"CARD_004","fixed",NA,"carrierper",0.137670589247813,0.0969696828016594,1.41972815905155,105.798942897324,0.158626700488369,0.316475761921589
"CARD_004","fixed",NA,"carrierint",0.0151215673651046,0.0583577643297201,0.259118345926825,99.7373482521007,0.796077982421995,0.882854255387425
"CARD_006","fixed",NA,"(Intercept)",-3.97277032066319,0.114637543201385,-34.6550546157831,123.596687466772,1.65761069997266e-65,6.30700656574962e-65
"CARD_006","fixed",NA,"carrierper",-0.581527093628124,0.350319322427272,-1.65999148890468,111.291865823276,0.0997313588641753,0.231060772021951
"CARD_006","fixed",NA,"carrierint",-0.0606258720607167,0.212842676679904,-0.284838891365252,110.266689767741,0.776301852661962,0.872510881395386
"CARD_013","fixed",NA,"(Intercept)",-3.5687974630536,0.0393353402289814,-90.7275097222672,124.76147155081,8.98159087438561e-116,1.61668635738941e-114
"CARD_013","fixed",NA,"carrierper",-0.0662480447247769,0.117274782040234,-0.56489591003502,103.333445126673,0.573368892456211,0.733160223140728
"CARD_013","fixed",NA,"carrierint",-0.0317369567754083,0.0710725126542269,-0.446543334267791,101.084906883195,0.656159989854714,0.789416131753229
"CARD_014","fixed",NA,"(Intercept)",-5.13870237864902,0.123565786572099,-41.586773501018,122.552782690345,4.04569713012263e-74,1.89338625689739e-73
"CARD_014","fixed",NA,"carrierper",0.128984570292198,0.378533656678139,0.34074795732595,111.235575440446,0.733936054257661,0.854762737586392
"CARD_014","fixed",NA,"carrierint",0.407034995417166,0.230034334015685,1.76945323035739,110.312580037925,0.0795815821132855,0.186220902145088
"CARD_015","fixed",NA,"(Intercept)",-3.73098132540099,0.0609562728564778,-61.2075041757496,105.813736234027,1.98745747002043e-84,1.27415081639666e-83
"CARD_015","fixed",NA,"carrierper",-0.120080144621271,0.186146955535519,-0.64508250632312,93.7268644656,0.520449655517534,0.698065541527542
"CARD_015","fixed",NA,"carrierint",-0.0590645848153911,0.113089918292918,-0.52227984339334,92.7291515616251,0.602720990647179,0.754207015034438
"CARD_016","fixed",NA,"(Intercept)",-1.70867522130134,0.0681539650884669,-25.0708116407227,118.428435751085,3.45652365016637e-49,1.1004442641346e-48
"CARD_016","fixed",NA,"carrierper",-0.466836353304956,0.205948612714344,-2.2667613398905,101.998465159349,0.0255153834731919,0.065610986073922
"CARD_016","fixed",NA,"carrierint",0.19272590788088,0.124995315015928,1.54186505195273,100.493657877172,0.126249536360536,0.273540662114495
"CARD_038","fixed",NA,"(Intercept)",-3.48400403777453,0.11818432180746,-29.4794096585035,116.079233027958,9.81960820947204e-56,3.23632157889642e-55
"CARD_038","fixed",NA,"carrierper",-0.0731489442803658,0.366654854781708,-0.199503547618143,110.050762795511,0.842237024639524,0.916667273328598
