"CARD","effect","group","term","estimate","std.error","statistic","df","p.value","padj"
"CARD_455","fixed",NA,"(Intercept)",-3.71771855415179,0.0791386852835158,-46.9772594886179,38.6601380605682,1.02281380108793e-35,1.13970680692655e-34
"CARD_455","fixed",NA,"carrierper",0.0270921203563016,0.165869604596382,0.163333845415657,39.66074709876,0.871085050997855,0.896958864393831
"CARD_460","fixed",NA,"(Intercept)",-2.29013778267774,0.154865274814559,-14.7879360652027,33.0938151618835,3.84818492332236e-16,7.89890589524064e-16
"CARD_460","fixed",NA,"carrierper",-0.736587577688414,0.326666260172006,-2.25486273758595,34.894367450813,0.0305211278558561,0.0553639063431808
"CARD_461","fixed",NA,"(Intercept)",-2.64296522818409,0.0736104949338679,-35.904733836643,36.5126889590627,4.40342812519198e-30,2.32859250010152e-29
"CARD_461","fixed",NA,"carrierper",0.238156952859266,0.1553950568125,1.53259027503447,38.5126885652015,0.133551193068692,0.189399873806508
"CARD_465","fixed",NA,"(Intercept)",-4.04804729827382,0.0459436635004776,-88.1089358107401,102.9999999986,8.44381793591858e-99,5.26894239201319e-97
"CARD_465","fixed",NA,"carrierper",-0.0334878744103558,0.10037115727134,-0.333640413448914,102.999999998153,0.739329193063929,0.779292933229546
"CARD_469","fixed",NA,"(Intercept)",-3.95399631882206,0.0971172855267293,-40.7136206224979,34.9339443537978,4.94977610762251e-31,2.96986566457351e-30
"CARD_469","fixed",NA,"carrierper",0.23763983178409,0.207903223361884,1.143031011936,38.9956772619129,0.259994841180126,0.325776668466664
"CARD_480","fixed",NA,"(Intercept)",-4.84177316687045,0.0870157053726923,-55.6425204637819,38.1042024990631,4.20182496656025e-38,6.24271137888952e-37
"CARD_480","fixed",NA,"carrierper",0.240123215584849,0.182535638803132,1.3154867573221,39.2220481933577,0.195984683215422,0.26020094112005
"CARD_489","fixed",NA,"(Intercept)",-3.52435150701555,0.14191554760114,-24.834146551165,33.1337094238417,5.44066533236046e-23,1.31588184782672e-22
"CARD_489","fixed",NA,"carrierper",0.19307398689226,0.301134588883062,0.641155131359671,35.7757531691717,0.525508271459049,0.587665163782162
"CARD_491","fixed",NA,"(Intercept)",-3.54932740636145,0.0730366504732122,-48.5965249414504,29.9438138223636,4.79225177199906e-30,2.45111893912083e-29
"CARD_491","fixed",NA,"carrierper",0.604040594110887,0.154797140943528,3.9021430914622,32.2889375157416,0.000455662738856716,0.000899789712172755
"CARD_511","fixed",NA,"(Intercept)",-3.98523537260197,0.175918252116502,-22.653905007894,37.6370672576682,1.56518856440648e-23,3.93821638786147e-23
"CARD_511","fixed",NA,"carrierper",0.39662062666305,0.370216449333218,1.071320918823,39.2094966189898,0.290575418241236,0.356927285398683
"CARD_513","fixed",NA,"(Intercept)",-3.24224072405658,0.129089339478216,-25.116254658687,35.2327740023641,4.44691886859497e-24,1.17579549745901e-23
"CARD_513","fixed",NA,"carrierper",0.455370664585902,0.272480955221716,1.67120180643587,37.1848936472133,0.103078416257601,0.156880321328641
"CARD_514","fixed",NA,"(Intercept)",-3.25186017586534,0.115817631151931,-28.0774191590873,35.2799005936056,9.97933485575408e-26,3.11355247499527e-25
"CARD_514","fixed",NA,"carrierper",0.425853527810473,0.244543206970579,1.7414244831659,37.2777020850366,0.0898571490349196,0.141593083327752
"CARD_516","fixed",NA,"(Intercept)",-3.12121584234577,0.0751754807663078,-41.5190672614181,32.9941318411674,4.61905515292472e-30,2.40190867952086e-29
"CARD_516","fixed",NA,"carrierper",0.248849206342919,0.16065963138673,1.548921805652,36.6930302003087,0.129983454469486,0.186689021710983
"CARD_517","fixed",NA,"(Intercept)",-3.00568600506339,0.110902593335558,-27.1020353506891,37.6120228265772,2.76262834119313e-26,8.97854210887767e-26
"CARD_517","fixed",NA,"carrierper",0.472961943183532,0.234262206510827,2.01894257818182,39.7253337516908,0.0502779603633099,0.0861907891942456
"CARD_534","fixed",NA,"(Intercept)",-4.70109354530106,0.0200632788463993,-234.313323424937,102.99999999868,2.66056388291567e-142,8.30095931469689e-140
"CARD_534","fixed",NA,"carrierper",-0.0452733822802049,0.0438313874654284,-1.03289868056114,102.999999999679,0.304070489394185,0.370585908949163
"CARD_541","fixed",NA,"(Intercept)",-2.86460033383804,0.106029583482778,-27.0169912937867,35.3925238216274,3.24292084603686e-25,9.36843799966203e-25
