"Species","effect","group","term","estimate","std.error","statistic","df","p.value","padj"
"s__Bacteroides_faecis","fixed",NA,"hd_exposurehigh_exposure",0.670693001931498,0.308649137678563,2.17299489956773,67.2589866126598,0.0333071534893833,0.0651525510262544
"s__Bacteroides_finegoldii","fixed",NA,"(Intercept)",-5.1134794978317,0.293659898734296,-17.4129308082966,69.2772139123085,5.23775734011581e-27,1.11738823255804e-26
"s__Bacteroides_finegoldii","fixed",NA,"hd_exposurehigh_exposure",0.0122689005035563,0.413824274635737,0.0296476095182088,68.3841804769555,0.976434451631776,0.986712709017373
"s__Bacteroides_fragilis","fixed",NA,"(Intercept)",-3.40060887203019,0.291295314343277,-11.6740939678238,69.0504910052087,5.32209109526876e-18,1.07824183228822e-17
"s__Bacteroides_fragilis","fixed",NA,"hd_exposurehigh_exposure",-0.984781817976096,0.409038673177948,-2.40755185891109,67.4708180921768,0.0188007062062778,0.0372433037229123
"s__Bacteroides_gallinarum","fixed",NA,"(Intercept)",-6.3099264908038,0.054243841005476,-116.32521543168,63.8763486720529,4.4136862555242e-76,8.2213140998421e-75
"s__Bacteroides_gallinarum","fixed",NA,"hd_exposurehigh_exposure",0.0346174681783611,0.0760340192180238,0.455289205205596,62.1122049135316,0.65048876227451,0.800153182096355
"s__Bacteroides_intestinalis","fixed",NA,"(Intercept)",-5.30274514595016,0.178488511198823,-29.7091678917266,67.0363828656059,2.5962341265434e-40,7.04369606505688e-40
"s__Bacteroides_intestinalis","fixed",NA,"hd_exposurehigh_exposure",-0.505582627969001,0.252040390019671,-2.00595875894947,66.6413994936132,0.0489226067268943,0.0943669446602227
"s__Bacteroides_nordii","fixed",NA,"(Intercept)",-4.84202314791249,0.20764513716359,-23.3187408771233,69.0050743001811,1.92022757901073e-34,4.59970061152667e-34
"s__Bacteroides_nordii","fixed",NA,"hd_exposurehigh_exposure",-0.0260297404608613,0.292453607824216,-0.0890046823306993,67.9927514102412,0.929339837847306,0.96490525593464
"s__Bacteroides_ovatus","fixed",NA,"(Intercept)",-3.27024556251571,0.303274708191107,-10.7831133760583,70.2617975432036,1.51000441798078e-16,3.04440309150245e-16
"s__Bacteroides_ovatus","fixed",NA,"hd_exposurehigh_exposure",-0.474049640903578,0.426852421005527,-1.11057034603873,69.0999747480829,0.270602944776789,0.438587629975886
"s__Bacteroides_salyersiae","fixed",NA,"(Intercept)",-5.15503637369294,0.214171831998856,-24.0696282306652,68.8176889561274,3.10064418355385e-35,7.54308760443509e-35
"s__Bacteroides_salyersiae","fixed",NA,"hd_exposurehigh_exposure",-0.379834502823997,0.301830918337558,-1.25843470548369,67.9422407819975,0.212541890768193,0.357965289714851
"s__Bacteroides_sp_AF16_49","fixed",NA,"(Intercept)",-5.14690502656782,0.0943972406572977,-54.5238927613709,68.1422360684573,6.09136047931722e-58,2.98118348164231e-57
"s__Bacteroides_sp_AF16_49","fixed",NA,"hd_exposurehigh_exposure",0.0455926907733505,0.13347556752307,0.341580797290638,68.0969425273609,0.733718228830703,0.858140998224412
"s__Bacteroides_sp_AM10_21B","fixed",NA,"(Intercept)",-6.41520688863328,0.0923511406443852,-69.4653779462909,67.4492788191209,1.74224972992199e-64,1.26414399008293e-63
"s__Bacteroides_sp_AM10_21B","fixed",NA,"hd_exposurehigh_exposure",0.0974240771489633,0.130100771704712,0.748835505527098,66.4959899591035,0.45659709382029,0.648274372113449
"s__Bacteroides_stercoris","fixed",NA,"(Intercept)",-3.76450029128809,0.325420888853389,-11.5680966410982,69.5244221220648,7.32000935598851e-18,1.480611292751e-17
"s__Bacteroides_stercoris","fixed",NA,"hd_exposurehigh_exposure",-0.079606918332216,0.458166530909484,-0.173751055482364,68.4319544124058,0.862574072828405,0.928811426134469
"s__Bacteroides_thetaiotaomicron","fixed",NA,"(Intercept)",-3.1805033280388,0.267131774046306,-11.9061213866961,70.591842383484,1.51029808336445e-18,3.07479936058536e-18
"s__Bacteroides_thetaiotaomicron","fixed",NA,"hd_exposurehigh_exposure",-0.0605741183968585,0.376283525644833,-0.160979990535204,69.59981741276,0.872575517938483,0.932467336824266
"s__Bacteroides_uniformis","fixed",NA,"(Intercept)",-2.45607402123061,0.263963224921532,-9.3046068139254,69.8556478582297,7.46429406244037e-14,1.49765900159575e-13
"s__Bacteroides_uniformis","fixed",NA,"hd_exposurehigh_exposure",-0.137088189405884,0.371988954680309,-0.368527580405441,68.9682635938695,0.713608703330933,0.843006469819515
"s__Bacteroides_xylanisolvens","fixed",NA,"(Intercept)",-3.36942782235093,0.265326374879496,-12.6991816169095,70.0551096284663,7.61688437971814e-20,1.5583396239161e-19
"s__Bacteroides_xylanisolvens","fixed",NA,"hd_exposurehigh_exposure",-0.116554858618024,0.373803613060927,-0.311807736858409,69.1028505200179,0.756125487551247,0.86998059004479
"s__Barnesiella_intestinihominis","fixed",NA,"(Intercept)",-4.63820806481993,0.261583705089376,-17.7312576226228,68.1588874067325,3.11504446459521e-27,6.67968297562685e-27
"s__Barnesiella_intestinihominis","fixed",NA,"hd_exposurehigh_exposure",-0.0812331000815475,0.368742218095035,-0.22029780181181,67.3443891837048,0.826305703327089,0.910980139357073
"s__Bifidobacterium_adolescentis","fixed",NA,"(Intercept)",-4.18865470692078,0.24631551189315,-17.0052412644551,68.4752536191336,2.79968976685731e-26,5.92205564243717e-26
"s__Bifidobacterium_adolescentis","fixed",NA,"hd_exposurehigh_exposure",0.422159571372622,0.346625700460677,1.21791191712432,67.2890706901675,0.227510922643545,0.381118968401535
"s__Bifidobacterium_bifidum","fixed",NA,"(Intercept)",-4.43043013419739,0.197449693491833,-22.4382730398142,69.9599378964525,1.11285373006519e-33,2.60082669498382e-33
"s__Bifidobacterium_bifidum","fixed",NA,"hd_exposurehigh_exposure",-0.423155830248699,0.277033551520994,-1.52745336413388,68.253315005837,0.131269542265934,0.236058197043063
"s__Bifidobacterium_breve","fixed",NA,"(Intercept)",-5.22512427401807,0.23452640688146,-22.2794709708706,73.7456781728225,1.75495144538981e-34,4.21188346893554e-34
"s__Bifidobacterium_breve","fixed",NA,"hd_exposurehigh_exposure",-0.0835906489161549,0.32937852707014,-0.253782933756197,72.1624628807945,0.800384948429627,0.900129049282634
"s__Bifidobacterium_catenulatum","fixed",NA,"(Intercept)",-4.97698211129862,0.230474689093707,-21.5944845434853,68.7089688637748,2.44570484156407e-32,5.53945488615601e-32
"s__Bifidobacterium_catenulatum","fixed",NA,"hd_exposurehigh_exposure",0.0721138159859108,0.324436751696376,0.222273881145865,67.5864377449548,0.824770994315245,0.910897522925155
"s__Bifidobacterium_dentium","fixed",NA,"(Intercept)",-5.44378882160262,0.105888704334213,-51.4104772159697,68.6125277740432,1.60799468326465e-56,7.27093248084884e-56
"s__Bifidobacterium_dentium","fixed",NA,"hd_exposurehigh_exposure",0.0694564655044169,0.148496421023094,0.467731579157824,66.8547771649477,0.641497700908873,0.796872686637371
"s__Bifidobacterium_longum","fixed",NA,"(Intercept)",-3.69242206973505,0.207133813658133,-17.8262641165352,68.4387182618036,2.02758747582423e-27,4.37034398934134e-27
"s__Bifidobacterium_longum","fixed",NA,"hd_exposurehigh_exposure",0.185745368335162,0.290611110049463,0.639154395382707,66.7398869213536,0.524910187767871,0.706832002341658
"s__Bifidobacterium_pseudocatenulatum","fixed",NA,"(Intercept)",-4.98390717547591,0.215021189061705,-23.1786792605155,71.1287882835706,7.0792348312055e-35,1.71218702894273e-34
"s__Bifidobacterium_pseudocatenulatum","fixed",NA,"hd_exposurehigh_exposure",0.115331662090237,0.301525633183434,0.382493723245329,69.3440935503266,0.703265033136329,0.834291598245379
"s__Bilophila_SGB15450","fixed",NA,"(Intercept)",-5.95343638583081,0.0957766505691088,-62.1595801320598,67.981367056783,1.22860305519643e-61,7.47949567261046e-61
"s__Bilophila_SGB15450","fixed",NA,"hd_exposurehigh_exposure",-0.0987183692607469,0.135442919848417,-0.728855885351769,67.9698879207756,0.468593805100414,0.658151198913785
"s__Bilophila_SGB69261","fixed",NA,"(Intercept)",-4.44813404860033,0.0240295606353177,-185.110918843128,68.0969592285506,9.22206779655981e-94,9.5909505084222e-92
"s__Bilophila_SGB69261","fixed",NA,"hd_exposurehigh_exposure",-0.000878445285665102,0.0336976956155517,-0.0260684082284753,66.3404430429481,0.979281033096864,0.987989271871371
"s__Bilophila_wadsworthia","fixed",NA,"(Intercept)",-4.33289391034749,0.229875817695449,-18.8488461021504,70.0850135867045,3.73645082923902e-29,8.18086076296543e-29
"s__Bilophila_wadsworthia","fixed",NA,"hd_exposurehigh_exposure",0.0904544566920019,0.322978237848561,0.280063626870162,68.5920354193775,0.780271580003674,0.885203976551807
"s__Blautia_caecimuris","fixed",NA,"(Intercept)",-5.57039644578421,0.21250124997901,-26.213476138773,69.4523135943751,9.60714422396428e-38,2.45188466083996e-37
"s__Blautia_caecimuris","fixed",NA,"hd_exposurehigh_exposure",0.1713407402904,0.298485875505567,0.574032992349093,67.9182736392288,0.56784172587687,0.749118894180057
"s__Blautia_faecicola","fixed",NA,"(Intercept)",-5.50132246220507,0.0805931444086944,-68.2604271438699,75.5558516733643,1.19051237245958e-69,1.35069040075415e-68
"s__Blautia_faecicola","fixed",NA,"hd_exposurehigh_exposure",-0.0499507959331832,0.112875678819854,-0.4425293070698,73.6153851251774,0.659403763377838,0.806057132811557
"s__Blautia_faecis","fixed",NA,"(Intercept)",-3.59543235783603,0.20011858834261,-17.966508696736,72.353929709126,2.18816293936541e-28,4.7575389343694e-28
"s__Blautia_faecis","fixed",NA,"hd_exposurehigh_exposure",-0.301493529523603,0.280348061718509,-1.07542576779548,70.4551133624669,0.2858531860614,0.45736509769824
"s__Blautia_glucerasea","fixed",NA,"(Intercept)",-5.49639199955907,0.0760425134895778,-72.2805145086687,68.5607301320751,1.88995181919631e-66,1.56202640420993e-65
"s__Blautia_glucerasea","fixed",NA,"hd_exposurehigh_exposure",0.0691306506190333,0.106033642498155,0.651969025964908,66.971025029918,0.516652532646103,0.699893785236168
"s__Blautia_hansenii","fixed",NA,"(Intercept)",-5.38355690049193,0.186309729789896,-28.8957367205837,73.4521746041685,7.41467761187779e-42,2.0841255990143e-41
"s__Blautia_hansenii","fixed",NA,"hd_exposurehigh_exposure",-0.216330707906639,0.260802843348748,-0.829479867354663,71.4893292789539,0.409594118635679,0.597165257076317
"s__Blautia_hydrogenotrophica","fixed",NA,"(Intercept)",-5.51663294510886,0.0785196694710832,-70.2579746230401,66.2194613798908,6.3995892450125e-64,4.46183652389698e-63
"s__Blautia_hydrogenotrophica","fixed",NA,"hd_exposurehigh_exposure",0.0549701203175221,0.109918719430781,0.500097895992486,64.3232470766946,0.618712796042859,0.780371188156753
"s__Blautia_luti","fixed",NA,"(Intercept)",-5.29850327011121,0.115519831181747,-45.8666119566526,67.2058789525317,1.89779649165722e-52,7.26518411530124e-52
"s__Blautia_luti","fixed",NA,"hd_exposurehigh_exposure",0.250110639534957,0.162769821977912,1.53659097549973,66.2942703086869,0.129152861537757,0.233260160924922
"s__Blautia_marasmi","fixed",NA,"(Intercept)",-5.35127600216108,0.058916605816316,-90.8279750338083,82.100212130256,3.82639317348256e-84,1.91013547220249e-82
"s__Blautia_marasmi","fixed",NA,"hd_exposurehigh_exposure",-0.0905203107179698,0.0822555872602496,-1.10047613460677,80.1566479774458,0.274418623610261,0.441902506149169
"s__Blautia_massiliensis","fixed",NA,"(Intercept)",-4.29242115511787,0.188502697456604,-22.7711391562768,68.924305184259,8.65095750739777e-34,2.02559005051265e-33
"s__Blautia_massiliensis","fixed",NA,"hd_exposurehigh_exposure",-0.0546742893680951,0.265250506752622,-0.206123223052258,67.7214496881189,0.837313079252003,0.915454827869672
"s__Blautia_obeum","fixed",NA,"(Intercept)",-4.30817587330007,0.210773201884847,-20.4398653850397,70.2522351919712,2.75930168184989e-31,6.17134139596535e-31
"s__Blautia_obeum","fixed",NA,"hd_exposurehigh_exposure",-0.203236385078823,0.295494103849233,-0.687784908163575,68.4447986152164,0.493912530368138,0.683373434478311
"s__Blautia_producta","fixed",NA,"(Intercept)",-6.05544441291108,0.219168835231783,-27.6291307863507,70.3657092006695,1.66207580607434e-39,4.40397156259189e-39
"s__Blautia_producta","fixed",NA,"hd_exposurehigh_exposure",0.231270294344951,0.308212981300381,0.750358707700105,69.0343504150576,0.45558859633844,0.64757923488653
"s__Blautia_SGB4815","fixed",NA,"(Intercept)",-5.59614167280191,0.14165150119504,-39.5064056899516,71.4935479798955,2.63054506013093e-50,9.24766263392506e-50
"s__Blautia_SGB4815","fixed",NA,"hd_exposurehigh_exposure",0.203837151011594,0.197884705426598,1.03008037216501,69.5431746041344,0.306541583810997,0.483035222974905
