"PWY","effect","group","term","estimate","std.error","statistic","df","p.value","padj"
"PWY_038","fixed",NA,"(Intercept)",-5.71042589628014,0.125543300185188,-45.4857080215092,35.3239432103773,5.9941423214702e-33,1.59160702097158e-32
"PWY_038","fixed",NA,"carrierper",0.416699612694155,0.265501564373362,1.56948081898369,37.55265730227,0.124924798133858,0.214025573273448
"PWY_039","fixed",NA,"(Intercept)",-5.02400348087015,0.143751006972573,-34.9493446110517,35.6156250739267,3.69381073535891e-29,7.59962826789075e-29
"PWY_039","fixed",NA,"carrierper",0.268090453952981,0.303271913569475,0.883993676821529,37.5031938434582,0.382331804494021,0.511973048546592
"PWY_040","fixed",NA,"(Intercept)",-4.06154771858087,0.0653079542389219,-62.1907050360535,34.3396924199292,6.92129024489858e-37,2.55977877311328e-36
"PWY_040","fixed",NA,"carrierper",0.385105937236332,0.138107073744212,2.78845917733068,36.5320212656815,0.0083578214598597,0.0163989254749247
"PWY_041","fixed",NA,"(Intercept)",-6.38002039648178,0.153863258792367,-41.4655223511896,37.4236664209154,6.89588500464716e-33,1.82584227963953e-32
"PWY_041","fixed",NA,"carrierper",0.353411936004466,0.322097124100354,1.09722164391122,38.2387157395727,0.279406178852711,0.408801505008991
"PWY_042","fixed",NA,"(Intercept)",-4.11581644918506,0.0736598844066084,-55.8759558522442,33.3615631785916,1.51713670971142e-34,4.60577007638776e-34
"PWY_042","fixed",NA,"carrierper",-0.00414632786160335,0.154450163351428,-0.0268457330936517,34.3540153679957,0.97873812014648,0.982956818940215
"PWY_043","fixed",NA,"(Intercept)",-4.95721106121064,0.105871650398742,-46.8228372991299,35.3632317079155,2.05647590275696e-33,5.70427244455205e-33
"PWY_043","fixed",NA,"carrierper",0.439982105998409,0.223333547509259,1.97006724204821,37.229397252841,0.0563030863848424,0.103093274087766
"PWY_044","fixed",NA,"(Intercept)",-4.30972701905845,0.0655226957187402,-65.7745682130996,37.9978095860499,9.33930960999007e-41,4.8356869758393e-40
"PWY_044","fixed",NA,"carrierper",0.0965859712687816,0.138058717040742,0.699600672373905,39.7522016992014,0.488250620509561,0.58791935182805
