"Species","effect","group","term","estimate","std.error","statistic","df","p.value","padj"
"s__Acidaminococcus_fermentans","fixed",NA,"(Intercept)",-3.70552822189915,0.0234522371704693,-158.003187285054,133.284724293167,1.72813619307734e-153,1.15538248337171e-151
"s__Acidaminococcus_fermentans","fixed",NA,"carrierper",-0.0623657026333842,0.0723360239704758,-0.862166583262013,124.717093283967,0.390250603807212,0.642523421571768
"s__Acidaminococcus_fermentans","fixed",NA,"carrierint",-0.0623657026333785,0.0439835370050341,-1.41793286488625,124.050023137275,0.158717483969475,0.367267156972629
"s__Acidaminococcus_intestini","fixed",NA,"(Intercept)",-4.50280862816321,0.17575413989118,-25.6199292429252,117.581779076702,6.13333837743626e-50,1.98300681218665e-49
"s__Acidaminococcus_intestini","fixed",NA,"carrierper",-0.216701024972559,0.546664731338025,-0.396405717343715,112.650031623647,0.692555640951916,0.849648237890239
"s__Acidaminococcus_intestini","fixed",NA,"carrierint",-0.521676937555793,0.332613509602515,-1.56841776565003,112.289352407905,0.119597433319089,0.296931558585324
"s__Acidaminococcus_massiliensis","fixed",NA,"(Intercept)",-5.34033287035326,0.0688837493645465,-77.5267449814783,120.009923415859,2.29534334078918e-104,1.5183331215397e-103
"s__Acidaminococcus_massiliensis","fixed",NA,"carrierper",-0.220334218669218,0.214064705784011,-1.02928793358179,114.675250947665,0.30551047551096,0.567328157366397
"s__Acidaminococcus_massiliensis","fixed",NA,"carrierint",-0.0966240496005521,0.130237111807264,-0.741908725245262,114.282772152476,0.459664660894209,0.689067971947621
"s__Acidaminococcus_SGB5735","fixed",NA,"(Intercept)",-6.03778880864968,0.0465976522021503,-129.572811575495,121.946847905235,1.7964724585789e-132,4.31153390058935e-131
"s__Acidaminococcus_SGB5735","fixed",NA,"carrierper",-0.157930307764809,0.142468119655549,-1.10853086393393,109.861551678129,0.270053501602109,0.527703710855061
"s__Acidaminococcus_SGB5735","fixed",NA,"carrierint",-0.0861618097077558,0.0865628303966589,-0.995367287702291,108.86026074066,0.321765032878153,0.577670100481094
"s__Actinomyces_sp_ICM47","fixed",NA,"(Intercept)",-6.38316624984785,0.0469151680095208,-136.057623166829,121.714220871788,7.76245211017743e-135,2.20171368943214e-133
"s__Actinomyces_sp_ICM47","fixed",NA,"carrierper",-0.0514792801017678,0.139839123181334,-0.368132171674252,100.311958186365,0.713550373603803,0.864014423923881
"s__Actinomyces_sp_ICM47","fixed",NA,"carrierint",-0.00911656718564898,0.0847448169340612,-0.107576693365713,98.0710554792457,0.914551259656099,0.962534917863976
"s__Adlercreutzia_equolifaciens","fixed",NA,"(Intercept)",-5.62765197023892,0.067651998367883,-83.1853028145076,117.365920073073,3.46748101293943e-106,2.47269250911452e-105
"s__Adlercreutzia_equolifaciens","fixed",NA,"carrierper",0.0527934145705748,0.203655848940281,0.259228570381279,99.6063584430803,0.795993882871024,0.898244745656681
"s__Adlercreutzia_equolifaciens","fixed",NA,"carrierint",-0.0223145382797037,0.123555430087772,-0.180603460842245,97.9234290260079,0.857052090734864,0.933334213993988
"s__Agathobaculum_butyriciproducens","fixed",NA,"(Intercept)",-4.05954844206826,0.140269257370351,-28.9411131004272,118.115375954785,1.85199090533787e-55,6.06106114474213e-55
"s__Agathobaculum_butyriciproducens","fixed",NA,"carrierper",-0.439584065162871,0.431970801701426,-1.01762448626495,108.981486473317,0.311110267898819,0.570649628148203
"s__Agathobaculum_butyriciproducens","fixed",NA,"carrierint",-0.00791945828573197,0.262624207784828,-0.0301550963352948,108.268578559927,0.975998877401492,0.9881394799868
"s__Akkermansia_muciniphila","fixed",NA,"(Intercept)",-4.66625173789858,0.139234646470237,-33.5135819725448,126.197403546835,1.12185556104048e-64,3.96996901751943e-64
"s__Akkermansia_muciniphila","fixed",NA,"carrierper",-0.0975820674338714,0.41767882948261,-0.23362943138571,106.908537862427,0.815719451986911,0.910283977222262
"s__Akkermansia_muciniphila","fixed",NA,"carrierint",0.485377639728399,0.253305121417648,1.91617775831745,104.997316577621,0.0580618261992567,0.157982178263094
"s__Alistipes_communis","fixed",NA,"(Intercept)",-4.05653879133457,0.128642676298984,-31.5333830734879,116.829909099463,5.59177731356377e-59,1.86925127339132e-58
"s__Alistipes_communis","fixed",NA,"carrierper",0.182678531283756,0.402265189717597,0.454124632091586,114.255956965691,0.650600623338605,0.825965529269977
"s__Alistipes_communis","fixed",NA,"carrierint",-0.27484476171656,0.244850616009212,-1.12249977637884,114.072767664308,0.264007077853673,0.519685856721426
"s__Alistipes_dispar","fixed",NA,"(Intercept)",-4.30131973132021,0.122275339825314,-35.1773279670717,118.632853401256,1.3242341614563e-64,4.6772950004645e-64
"s__Alistipes_dispar","fixed",NA,"carrierper",-0.0876338941918804,0.381137530511765,-0.229927223577829,114.631197322949,0.818558113760586,0.910481752204288
"s__Alistipes_dispar","fixed",NA,"carrierint",0.00165497576079972,0.231936720367338,0.00713546245794366,114.341816755775,0.994319207470825,0.99914858567332
"s__Alistipes_finegoldii","fixed",NA,"(Intercept)",-4.90304115364953,0.190563582361398,-25.7291613271157,116.214511687072,8.24044938133204e-50,2.65967607618165e-49
"s__Alistipes_finegoldii","fixed",NA,"carrierper",-0.123670236887682,0.590782347236973,-0.209332992879821,109.880803569575,0.834575903713653,0.9211828371179
"s__Alistipes_finegoldii","fixed",NA,"carrierint",-0.520744255264499,0.359366682565547,-1.44906103021812,109.408762530002,0.150180721458449,0.352745684529757
